Product Code/SKU,Product Name,Product Description,Arranger,Difficulty,Ensemble
8081,My Wild Irish Rose (TTBB) (arr. Gray),"TTBB, arranged by Don Gray | from the Barbershop Classics series | Thanks to Society volunteer Mike Rosen for converting this arrangement from the original octavo format!",Don Gray,2,
210616,Nashville Barbershop Style - Songbook ,,Various,3,
8502,Nearer My God To Thee (TTBB) (arr. Hart),Arranged by: Rudy Hart,Rudy Hart,1,
7614,Nebulous Nineties Medley (TTBB) (arr. BHS),Arranged by: BHS,BHS,2,
209247,Never Too Old For Christmas (TTBB) (arr. Hohl),Arranged by: John Hohl,John Hohl,,
200719,Nevertheless (I'm In Love With You) (SSAA) (arr. Campbell),"SSAA, for female voices | Arranged by Tom Campbell | Available in US and Canada",Tom Campbell,1,
115419,Nevertheless (I'm In Love With You) (TTBB) (arr. Campbell),TTBB | Arranged by Tom Campbell | Available in US and Canada ,Tom Campbell,1,
7714,New York Medley In 3-Quarter (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,2,
7386,"Nice Work, If You Can Get It (TTBB) (arr. Campbell)","TTBB, arranged by: Rob Campbell",Rob Campbell,4,
205253,No More Sorrow (TTBB) (arr. Kilby III),TTBB | Arranged by Shelton Kilby III | As sung by THE GAS HOUSE GANG | Available to all customers,Shelton Kilby III,4,
211493,"No One Knows (TTBB) (arr. Arranging 3 Class, Harmony University 2016)",,"Arranging 3 Class, Harmony Univ. 2016",1,
202218,Nobody Knows What A Red-Headed Mama Can Do (TTBB) (arr. Driscoll) ,"TTBB, arranged by Dennis Driscoll | From the Gold Medal Series  ",Dennis Driscoll,2,
210250,Not A Day Goes By (TTBB) (arr. Scott),"TTBB, arranged by Adam Scott | from MERRILY WE ROLL ALONG | Available in US and Canada",Adam Scott,4,
204348,Now The Day is Over (TTBB) (arr. Thorne),"Arranged by: Thorne, Frank",Frank Thorne,1,
214269,Now We Sing (SATB) (arr. Grimmer),"SATB, arranged by Wayne Grimmer | as sung by Anna Coyotes Chorus ",Wayne Grimmer,2,
203035,O Canada! (SSAA) (arr. Liles),The National Anthem of Canada | Arranged for high voices by Joe Liles,Joe Liles,2,
7650,O Canada! (TTBB) (arr. Liles),The National Anthem of Canada | Arranged for low voices by Joe Liles,Joe Liles,2,
211637,"Ob-La-Di, Ob-La-Da (TTBB) (arr. Hale)",TTBB + solos | Arranged by ,Mark Hale,3,
212253,"Oh, Lonesome Me (TTBB) (arr. Wright)","TTBB | Arranged by David Wright (formerly #206704) | Available in all territories (excluding Japan, Scandinavia, Serbia)",David Wright,4,
7036,Oh! What A Pal Was Mary (TTBB) (arr. Barbershop Harmony Society),"TTBB, arranged by BHS | Available for the U.S. and Canada",BHS,2,TTBB
8098,Oh! You Beautiful Doll (TTBB) (arr. Campbell),TTBB | Arranged by Rob Campbell | Available in the US and Canada,Rob Campbell,2,
211641,Ol' Man River (TTBB) (arr. Hardy),TTBB | Arranged by Steve Hardy (formerly #206738) | from Showboat | Available in US and Canada,Steve Hardy,2,
7625,Old Boffo Medley (TTBB) (arr. SPEBSQSA),Arranged by: Unknown,,3,
7382,Old Bones (TTBB) (arr. Moon),Arranged by Earl Moon | Available in ,Earl Moon,,
7402,Old Cape Cod (TTBB) (arr. Foris),"TTBB | Arranged by Russ Foris | From the Barbershop Classics series | Available in US, Canada, and Australia",Russ Foris,2,TTBB
7207,Old Fashioned Girl (TTBB) (arr. SPEBSQSA),Arranged by: Unknown,,1,
8803,Old Folks (TTBB) (arr. Haeger),"TTBB, arranged by Warren ""Buzz"" Haeger | From the Gold Medial Series, as sung by The Four Renegades Quartet | Available in US, Canada, and Australia",Warren Buzz Haeger,2,
7059,Old Pals Are the Best Pals After All (TTBB) (arr. Perry),"For TTBB voices, arranged by Lou Perry | Published by Bourne Co.",Louis Perry,2,
7559,Old Songs Are Just Like Old Friends (TTBB) (arr. Perry),"TTBB, arranged by Lou Perry | Licensed for all territories",Louis Perry,1,
8828,Old St. Louie (TTBB) (arr. David Wright) ,"TTBB, for male voices | Arranged by David Wright | as sung by The Gas House Gang | from the Gold Medal Series  ",,,
7617,"Old Time Medley (TTBB) (arr. O'Hara, Driscoll, Embury, Arbero, Rector, Thorne, Diekema, & Baird)",Arranged by: Unknown,,3,
7712,"Old-Tyme, Gay-Nineties, Parlour-Piano Medley (TTBB) (arr. Szabo)",Arranged by: Burt Szabo,Burt Szabo,3,
7356,On a Slow Boat to China (TTBB) (arr. Delehanty),TTBB | Arranged by Steve Delehanty  | Available in US and Canada ,Stephen Delehanty,4,
212103,On a Slow Boat to China (TTBB) (arr. Hollander),TTBB | Arranged by Greg Hollander (formerly #112112) | ,Greg Hollander,2/3,TTBB
211014,On Green Dolphin Street (SSAA) (arr. Kitzmiller),SSAA | Arranged by Scott Kitzmiller | Available in US and Canada ,Scott Kitzmiller,4,
211013,On Green Dolphin Street (TTBB) (arr. Kitzmiller),TTBB | Arranged by Scott Kitzmiller | Available in US and Canada ,Scott Kitzmiller,4,
202429,On San Francisco Bay (TTBB) (arr. SPEBSQSA),Arranged by: Unknown,,3,
8062,On The Banks Of The Wabash (TTBB) (arr. Baird),Arranged by: Jack Baird,Jack Baird,1,
8073,On The Farm In Old Missouri (TTBB) (arr. Lyne),Arranged by: Unknown,,2,
7079,On The Mississippi (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,4,
211595,On the Road Again (TTBB) (arr. Nicholas),"TTBB | Arranged by Jon Nicholas (formerly #204745) | Available in US, Canada, UK, Europe, Hong Kong, People's Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia, Philippines",Jon Nicholas,2,
212423,On the Street Where You Live (TTBB) (arr. Middlestaedt),TTBB | Arranged by Ron Middlestaedt (formerly #112127) | Available in US and Canada,Ron Middlestaedt,3,
7381,On the Sunny Side of the Street (TTBB) (arr. Knight),TTBB | Arranged by Mel Knight | Available in US and Canada,Melvin Knight,2,
211646,On the Sunny Side of the Street (TTBB) (arr. Muir),TTBB | Arranged by John Muir (formerly #112128) | Available in US and Canada,John Muir,2,
212108,On the Sunny Side of the Street (TTBB) (arr. Reckenbeil),TTBB | Arranged by Don Reckenbeil (formerly #113579) | Available in US and Canada,Don Reckenbeil,1/2,TTBB
7102,On The Way To Home Sweet Home (TTBB) (arr. Waesche),Arranged by: Edward Waesche,Joe Liles,2,
214353,Once Upon a Dream (SSAA) (arr. Dougherty),"SSAA, for high voices | from the musical Jekyll and Hyde | arranged by Jay Dougherty ",Jay Dougherty,2,
200493,Once Upon A Time (SSAA) (arr. Campbell),SSAA for high voices | Arranged by Rob Campbell | as sung by Keepsake,Rob Campbell,3,
8823,Once Upon A Time (TTBB) (arr. Campbell) ,"TTBB, arranged by Rob Campbell | as sung by Keepsake Quartet | originally published in the Gold Medal Series     ",Rob Campbell,2,
212239,One Fine Day (TTBB) (arr. Hanson),"TTBB | Arranged by Dale Hanson (formerly #206285) | Available in US, CAN, UK, EUROPE, HONG KONG, PEOPLE'S REPUBLIC OF CHINA, TAIWAN, SOUTH KOREA, SINGAPORE, THAILAND, MALAYSIA, VIETNAM, LAOS,BRUNEI, BURMA, CAMBODIA, INDONESIA, PHILIPPINES",Dale Hanson,1,
211616,One for My Baby (And One More for the Road) (TTBB) (arr. Payne),TTBB | Arranged by Roger Payne (formerly #114309) | from the motion picture The Sky's the Limit | Available in US and Canada,Roger Payne,4,
7554,"One Heart, One Voice (TTBB) (arr. Liles)",TTBB | Original work by Joe Liles | Licensed for all territories,Joe Liles,2,
206857,One Song At A Time (SSAA) (arr. Liles),Arranged by: Joe Liles; SSAA | Available for all territories,Joe Liles,1,
208667,One Song At A Time (TTBB) (arr. Liles),"TTBB, arranged by Joe Liles | Available for all territories",,1,
214271,"One, Two, Three (SATB) (arr. Grimmer)","SATB, arranged by Wayne Grimmer | as sung by Anna Coyotes Chorus ",Wayne Grimmer,2,
200331,Only You (And You Alone) (SSAA) (arr. Kahlke),"SSAA, arranged by Jim Kahlke | Available in US and Canada",Jim Kahlke,2,
212233,Only You (And You Alone) (TTBB) (arr. Clauser),"TTBB | Arranged by Chuck Clauser (formerly #113740) | Available in Canada, United Kingdom and Europe only",Chuck Clauser,1,
200109,Only You (And You Alone) (TTBB) (arr. Kahlke) ,"TTBB, arranged by Jimbob Kahlke | Available for the U.S. and Canada ",Jimbob Kahlke,2,TTBB
213237,Orange Colored Sky (SATB) (arr. Tom Gentry),"SATB, for mixed voices | Arranged by Tom Gentry | Available in all territories LEARNING TRACKS COMING SOON!!!",Tom Gentry,3,SATB
213236,Orange Colored Sky (SSAA) (arr. Gentry),"SSAA, for female voices | Arranged by Tom Gentry | Available in all territories  ",Tom Gentry,3,SSAA
213235,Orange Colored Sky (TTBB) (arr. Gentry),TTBB | Arranged by Tom Gentry | Available in all territories ,Tom Gentry,3,TTBB
200739,Original Dixieland One Step (TTBB) (arr. Craig),Renee Craig ,Renee Craig,3,
211433,Our Town (SSAA) (arr. Astle),,Matt Astle,4,
211431,Our Town (TTBB) (arr. Astle),,Matt Astle,4,
213508,Over the Rainbow (SATB) (arr. Waesche),"SATB, for mixed voices | Arranged by Ed Waesche  ",Ed Waesche,3,SATB
213506,Over the Rainbow (SSAA) (arr. Waesche),"SSAA, for female voices | Arranged by Ed Waesche  ",Ed Waesche,3,SSAA
8837,Over The Rainbow (TTBB) (arr. Waesche),TTBB | Arranged by Ed Waesche | as sung by Second Edition <br />  ,Ed Waesche,3,
7269,Pal Of My Cradle Days (TTBB) (arr. Foris),"TTBB, Arranged by Russ Foris | from the Barbershop Songs For Men series | Available in US, Canada, and Australia",Russ Foris,2,
7238,Pals Of The Little Red School (TTBB) ,"TTBB, arranged by the Barbershop Harmony Society | part of the Barbershop Songs for Men series",,3,
8811,Paper Doll (TTBB) (arr. Perry),"TTBB, arranged by Lou Perry",Louis Perry,2,
8817,Peg O' My Heart (TTBB) (arr. Waesche),Composed and arranged by Ed Waesche | for TTBB voices,Ed Waesche,4,
7077,Peggy O Neil (TTBB) (arr. Floersheimer),Arranged by: Richard Floersheimer,Richard Floersheimer,2,
211159,Pentatonix - That's Christmas to Me Songbook,,,,
7728,Play A Simple Melody (TTBB) (arr. Foris),TTBB | Arranged by Russ Foris | Available for all territories,Russ Foris,1,
7725,Play A Simple Melody (TTBB) (arr. Liles),TTBB | Arranged by Joe Liles,Joe Liles,2,
7659,Play That Barbershop Chord (TTBB) (arr. BHS),Arranged by: BHS,BHS,4,
214360,Please Come Home for Christmas (SATB) (arr. Dougherty) ,"SATB, for mixed voices | Arranged by Jay Dougherty | With appreciation to Society Volunteer Doug Arrington for his assistance in the development of this publication",Jay Dougherty,2,
214359,Please Come Home for Christmas (SSAA) (arr. Dougherty) ,"SSAA, for low voices | Arranged by Jay Dougherty | With appreciation to Society Volunteer Doug Arrington for his assistance in the development of this publication",Jay Dougherty,2,
214357,Please Come Home for Christmas (TTBB) (arr. Dougherty),"TTBB, for low voices | Arranged by Jay Dougherty | With appreciation to Mike Rosen for his assistance in the development of this publication ",Jay Dougherty,2,
212240,Popular (SSAA) (arr. Tramack),"SSAA, for female voices | Arranged by Steve Tramack (formerly #202620) | ",Steve Tramack,4,
211212,"POPULAR SONGS Sing in the Barbershop Quartet, Volume 4",,,,
211667,Portrait of My Love with Mona Lisa (TTBB) (arr. Campbell),TTBB | Arranged by Rob Campbell (formerly #209373) | Available in USA only,Rob Campbell,3,
8507,"Praise Ye The Lord, The Almighty (TTBB)",Arranged by: Unknown,,1,
214222,Pure Imagination  (SSAA) (arr. Briner),"SSAA for high voices, arranged by Dave Briner |  as sung by Metropolis | from the movie Willy Wonka and the Chocolate Factory | Available in USA and Canada  ",Dave Briner,1,
214221,Pure Imagination  (TTBB) (arr. Briner),"TTBB for low voices, arranged by Dave Briner |  as sung by Metropolis | from the movie Willy Wonka and the Chocolate Factory | Available in USA and Canada  ",Dave Briner,1,
8142,Put Me To Sleep With An Old Fashioned Melody (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,4,
212424,Put On a Happy Face (TTBB) (arr. Keller),TTBB | Arranged by Kevin Keller (formerly #206538) | from Bye Bye Birdie | Available in US and Canada,Kevin Keller,4,
7052,Put On An Old Pair Of Shoes (TTBB) ,"TTBB, arr. SPEBSQSA, Inc. (Advanced Arranger's Class, Harmony Education Program) | Available in United States",Inc. SPEBSQSA,2,
8089,Put On Your Old Grey Bonnet (TTBB) (arr. Foris),"Arranged by: Foris, Russ",Russ Foris,2,
8097,Put Your Arms Around Me Honey (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,2,
212466,Put Your Head On My Shoulder (SSAA) (arr. Dale),"SSAA, for female voices | Arranged by Aaron Dale (formerly #114412) | as sung by",,4,
212465,Put Your Head On My Shoulder (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #114412) |as sung by,,4,
7730,Radio Jingles (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,2,
7742,Ragtime Cowboy Joe (TTBB) (arr. BHS),"TTBB, arranged by the Barbershop Harmony Society | Licensed for all territories",BHS,2,
211581,Rain (TTBB) (arr. Lyne),"TTBB | Arranged by Gregory Lyne (formerly #202074) | Available in USA, Canada, Australia, and New Zealand",Gregory Lyne,1,
11548,Red Hot Mamma (TTBB) (arr. Jamison),"Bourne Music Publication | TTBB Arranged by: J. Rae Jamison Words and Music by: Gilbert Wells, Bud Cooper and Fred Rose",,,
11644,Red River Valley (TTBB) ,TTBB | Arranged by the Barbershop Harmony Society | part of the Harmony Heritage Songs  series,Barbershop Harmony Society,2,
206860,Red Rose Rag (TTBB) (arr. Knight),"TTBB, arranged by: Mel Knight | Available in all territories ",Melvin Knight,3,
7054,Red Roses For A Blue Lady (TTBB) (arr. Brooks),"TTBB, arranged by Chuck Brooks | Available in US, Canada, and Australia | From the Barbershop Songs For Men series",Chuck Brooks,4,
7646,Remember (TTBB) (arr. Gray),Arranged by: Don Gray,Don Gray,2,
212272,Return to Sender (TTBB) (arr. Enders),TTBB | Arranged by Duane Enders (formerly #205735) | from GIRLS! GIRLS! GIRLS! | Available in US and Canada,Duane Enders,1,
208682,Rhythm of Love (SSAA) (arr. Sharon & Wright),"SSAA, for high voices | Arranged by Deke Sharon & David Wright |  Available in US, Canada, and Australia",Deke Sharon & David Wright,3,
208681,Rhythm of Love (TTBB) (arr. Sharon & Wright),"TTBB Arrangement by Deke Sharon & David Wright | Available in US, Canada, and Australia ",Deke Sharon & David Wright,3,
213516,Ride the Chariot (SATB) (arr. BHS),"SATB, for mixed voices | Arranged by the Barbershop Harmony Society | Available in all territories ",Barbershop Harmony Society,2,SATB
213514,Ride the Chariot (SSAA) (arr. BHS),"SSAA, for female voices | Arranged by the Barbershop Harmony Society | Available in all territories ",Barbershop Harmony Society,2,SSAA
208737,Ride The Chariot (TTBB) (arr. BHS),TTBB | Arranged by the Barbershop Harmony Society | Available for all customers ,Barbershop Harmony Society,2,
211582,Riders in the Sky (TTBB) (arr. Rupay),TTBB | Arranged by Pete Rupay (formerly #112329) | Available in US and Canada,Peter Rupay,3,
209107,Ring of Fire (TTBB) (arr. Keller) ,"TTBB | Arranged by Kevin Keller | Print version  Complete with Johnny Cash's mariachi-like fanfare, Kevin Keller's rendition of RING OF FIRE stays true to the original. A bass solo throughout, but with the lowest note being F#, this is accessible to all singers.",Kevin Keller,2,
210335,Ring-a-Ding Ding! (TTBB) (arr. Bartholomew),"TTBB, arranged by Anthony Bartholomew | as sung by Forefront Quartet| Available in US and Canada ",Anthony Bartholomew,5,
7743,"Rise, Shine, For The Light Is A-Comin' (TTBB) (arr. Szabo)",Arranged by: Burt Szabo,Burt Szabo,4,
203795,Ro-Ro-Rollin' Along (TTBB) (arr. Foris),"Arranged by: Foris, Russ | Available in US and Canada",Russ Foris,4,
211647,Rock and Roll Is Here to Stay (TTBB) (arr. Gerber),TTBB | Arranged by Brent Gerber (formerly #112340) | Available Worldwide (excluding Japan and Southeast Asia),Brent Gerber,1,
213480,Rock Around the Clock (SATB) (arr. Nicholas),"SATB, for mixed voices | Arranged by Jon Nicholas | Available in USA, CANADA, POLAND, GREECE, HONG KONG, INDONESIA, KOREA, MALAYSIA, PHILIPPINES, SINGAPORE, TAIWAN, THAILAND, RUSSIAN FEDERATION ",Jon Nicholas,3,SATB
213478,Rock Around the Clock (SSAA) (arr. Nicholas),"SSAA, for female voices | Arranged by John Nicholas | Available in USA, CANADA, POLAND, GREECE, HONG KONG, INDONESIA, KOREA, MALAYSIA, PHILIPPINES, SINGAPORE, TAIWAN, THAILAND, RUSSIAN FEDERATION ",Jon Nicholas,3,SSAA
212061,Rock Around the Clock (TTBB) (arr. Nicholas),"TTBB | Arranged by Jon Nicholas (formerly #201346) | Available in USA, CANADA, POLAND, GREECE, HONG KONG, INDONESIA, KOREA, MALAYSIA, PHILIPPINES, SINGAPORE, TAIWAN, THAILAND, RUSSIAN FEDERATION",Jon Nicholas,3,
203024,"ROCK IN HARMONY Sing in the Barbershop Quartet, Volume 2","These great collections let men sing four-part a cappella harmony with a professionally recorded barbershop quartet. The books include TTBB parts and the audio links feature full performances. Open the book, pick your part, and sing along!<br /><br /> Song List: <ul> <li>Ain't Misbehavin' (from AIN'T MISBEHAVIN')</li> <li>Basin Street Blues</li> <li>Bring Him Home (from LES MISERABLES)</li> <li>Hallelujah (featured in the DreamWorks Motion Picture SHREK)</li> <li>It's Only A Paper Moon (featured in the Motion Picture TAKE A CHANCE)</li> <li>Seventy Six Trombones (from Meredith Willson's THE MUSIC MAN)</li> <li>Stand By Me (featured in the Motion Picture STAND BY ME)</li> <li>When She Loved Me (from TOY STORY 2)</li> </ul>",,,
